Image,X,Y,Z,Zoom,Pitch,Yaw,FH/BH+FH,SWLS,SW/BH,SW/IW,SW,FH/BH,FH/SW
Image_0156.jpg,30.6,99.4549,151.3,94,0,90,0.113426,-2.79322,0.245431,0.0734375,NOT YET,0.127937,0.521277
Image_0157.jpg,30.6,99.7549,151.3,94,0,90,0.115741,-3.35617,0.248691,0.0742188,NOT YET,0.13089,0.526316
Image_0158.jpg,30.6,100.055,151.3,94,0,90,0.113689,-3.4137,0.243455,0.0726563,NOT YET,0.128272,0.526882
Image_0160.jpg,30.6,100.655,151.3,94,0,90,0.114943,-3.32988,0.246753,0.0742188,NOT YET,0.12987,0.526316
Image_0161.jpg,30.6,100.955,151.3,94,0,90,0.112903,-3.30454,0.241558,0.0726563,NOT YET,0.127273,0.526882
Image_0163.jpg,30.6,101.555,151.3,94,0,90,0.111111,-3.18313,0.239583,0.071875,NOT YET,0.125,0.521739
Image_0164.jpg,30.6,101.855,151.3,94,0,90,0.113426,-3.07239,0.24282,0.0726563,NOT YET,0.127937,0.526882
Image_0165.jpg,30.6,102.155,151.3,94,0,90,0.113689,-3.27794,0.246073,0.0734375,NOT YET,0.128272,0.521277
Image_0166.jpg,30.6,102.455,151.3,94,0,90,0.111628,-3.28456,0.240838,0.071875,NOT YET,0.125654,0.521739
Image_0167.jpg,30.6,102.755,151.3,94,0,90,0.114943,-3.11293,0.246753,0.0742188,NOT YET,0.12987,0.526316
Image_0168.jpg,30.6,103.055,151.3,94,0,90,0.115207,-3.17339,0.247396,0.0742188,NOT YET,0.130208,0.526316
Image_0169.jpg,30.6,103.355,151.3,94,0,90,0.115473,-2.80045,0.250653,0.075,NOT YET,0.130548,0.520833
Image_0170.jpg,30.6,103.655,151.3,94,0,90,0.111111,-3.14673,0.242188,0.0726563,NOT YET,0.125,0.516129
Image_0171.jpg,30.6,103.955,151.3,94,0,90,0.111111,-3.33081,0.239583,0.071875,NOT YET,0.125,0.521739
Image_0172.jpg,30.6,104.255,151.3,94,0,90,0.116009,-2.83908,0.251969,0.075,NOT YET,0.131234,0.520833
Image_0173.jpg,30.6,104.555,151.3,94,0,90,0.113953,-2.82844,0.246719,0.0734375,NOT YET,0.128609,0.521277
Image_0174.jpg,30.6,104.855,151.3,94,0,90,0.110599,-3.2624,0.240933,0.0726563,NOT YET,0.124352,0.516129
Image_0175.jpg,30.6,105.155,151.3,94,0,90,0.115207,-3.0191,0.25,0.075,NOT YET,0.130208,0.520833
Image_0176.jpg,30.6,105.455,151.3,94,0,90,0.115473,-2.91116,0.250653,0.075,NOT YET,0.130548,0.520833
Image_0177.jpg,30.6,105.755,151.3,94,0,90,0.115473,-3.09848,0.248042,0.0742188,NOT YET,0.130548,0.526316
Image_0178.jpg,30.6,106.055,151.3,94,0,90,0.115741,-2.83986,0.251309,0.075,NOT YET,0.13089,0.520833
Image_0179.jpg,30.6,106.355,151.3,94,0,90,0.111628,-2.84781,0.246073,0.0734375,NOT YET,0.125654,0.510638
Image_0180.jpg,30.6,106.655,151.3,94,0,90,0.116279,-2.97138,0.255263,0.0757812,NOT YET,0.131579,0.515464
Image_0181.jpg,30.6,106.955,151.3,94,0,90,0.114943,-2.85326,0.249351,0.075,NOT YET,0.12987,0.520833
Image_0182.jpg,30.6,107.255,151.3,94,0,90,0.112903,-3.01398,0.246753,0.0742188,NOT YET,0.127273,0.515789
Image_0183.jpg,30.6,107.555,151.3,94,0,90,0.111111,-2.74762,0.244792,0.0734375,NOT YET,0.125,0.510638
Image_0184.jpg,30.6,107.855,151.3,94,0,90,0.115473,-2.83319,0.250653,0.075,NOT YET,0.130548,0.520833
Image_0185.jpg,30.6,108.155,151.3,94,0,90,0.115741,-2.9924,0.251309,0.075,NOT YET,0.13089,0.520833
Image_0186.jpg,30.6,108.455,151.3,94,0,90,0.113689,-2.83563,0.248691,0.0742188,NOT YET,0.128272,0.515789
Image_0187.jpg,30.6,108.755,151.3,94,0,90,0.111628,-2.78946,0.246073,0.0734375,NOT YET,0.125654,0.510638
Image_0188.jpg,30.6,108.755,151,94,0,90,0.110345,-2.92983,0.242894,0.0734375,NOT YET,0.124031,0.510638
Image_0189.jpg,30.6,108.755,150.7,94,0,90,0.110345,-2.78626,0.245478,0.0742188,NOT YET,0.124031,0.505263
Image_0190.jpg,30.6,108.755,150.4,94,0,90,0.114679,-2.87829,0.251295,0.0757812,NOT YET,0.129534,0.515464
Image_0191.jpg,30.6,108.755,150.1,94,0,90,0.112128,-3.18804,0.244845,0.0742188,NOT YET,0.126289,0.515789
Image_0192.jpg,30.6,108.755,149.8,94,0,90,0.114155,-3.10339,0.247423,0.075,NOT YET,0.128866,0.520833
Image_0193.jpg,30.6,108.755,149.5,94,0,90,0.114416,-2.83347,0.250646,0.0757812,NOT YET,0.129199,0.515464
Image_0194.jpg,30.6,108.755,149.2,94,0,90,0.116438,-3.1201,0.25323,0.0765625,NOT YET,0.131783,0.520408
Image_0195.jpg,30.6,108.755,148.9,94,0,90,0.111872,-2.9162,0.244216,0.0742188,NOT YET,0.125964,0.515789
Image_0196.jpg,30.6,108.755,148.6,94,0,90,0.108352,-2.91793,0.237975,0.0734375,NOT YET,0.121519,0.510638
Image_0197.jpg,30.6,108.755,148.3,94,0,90,0.110609,-2.8405,0.243655,0.075,NOT YET,0.124365,0.510417
Image_0198.jpg,30.6,108.755,148,94,0,90,0.114865,-2.28267,0.251908,0.0773437,NOT YET,0.129771,0.515152
Image_0199.jpg,30.6,108.755,147.7,94,0,90,0.108108,-3.28079,0.237374,0.0734375,NOT YET,0.121212,0.510638
Image_0201.jpg,30.6,108.755,147.1,94,0,90,0.110112,-3.10586,0.239899,0.0742188,NOT YET,0.123737,0.515789
Image_0203.jpg,30.6,108.755,146.5,94,0,90,0.11435,-2.99043,0.250633,0.0773437,NOT YET,0.129114,0.515152
Image_0204.jpg,30.6,108.755,146.2,94,0,90,0.108647,-3.31108,0.236318,0.0742188,NOT YET,0.121891,0.515789
Image_0206.jpg,30.6,108.755,145.6,94,0,90,0.108647,-3.21747,0.241294,0.0757812,NOT YET,0.121891,0.505155
Image_0208.jpg,30.6,108.755,145,94,0,90,0.108407,-3.34242,0.238213,0.075,NOT YET,0.121588,0.510417
Image_0209.jpg,30.6,108.755,144.7,94,0,90,0.110619,-3.00139,0.243781,0.0765625,NOT YET,0.124378,0.510204
Image_0211.jpg,30.6,108.755,144.1,94,0,90,0.112335,-2.93617,0.243176,0.0765625,NOT YET,0.126551,0.520408
Image_0212.jpg,30.6,108.755,143.8,94,0,90,0.111111,-2.97847,0.242647,0.0773437,NOT YET,0.125,0.515152
Image_0214.jpg,30.6,108.755,143.2,94,0,90,0.113043,-3.09468,0.245098,0.078125,NOT YET,0.127451,0.52
Image_0216.jpg,30.6,108.755,142.6,94,0,90,0.110629,-3.28589,0.241463,0.0773437,NOT YET,0.12439,0.515152
Image_0218.jpg,30.6,108.755,142,94,0,90,0.112554,-3.521,0.243902,0.078125,NOT YET,0.126829,0.52
Image_0219.jpg,30.6,108.755,141.7,94,0,90,0.112554,-2.90668,0.243902,0.078125,NOT YET,0.126829,0.52
Image_0221.jpg,30.6,108.755,141.1,94,0,90,0.111111,-2.99545,0.240385,0.078125,NOT YET,0.125,0.52
Image_0222.jpg,30.6,108.755,140.8,94,0,90,0.113006,-2.99813,0.242788,0.0789063,NOT YET,0.127404,0.524752
Image_0223.jpg,30.6,108.755,140.5,94,0,90,0.113006,-3.18745,0.245192,0.0796875,NOT YET,0.127404,0.519608
Image_0224.jpg,30.6,108.755,140.2,94,0,90,0.110874,-2.98046,0.242206,0.0789063,NOT YET,0.1247,0.514852
Image_0225.jpg,30.6,108.755,139.9,94,0,90,0.108742,-3.17298,0.236842,0.0773437,NOT YET,0.12201,0.515152
Image_0226.jpg,30.6,108.755,139.6,94,0,90,0.110638,-3.58661,0.241627,0.0789063,NOT YET,0.124402,0.514852
Image_0227.jpg,30.6,108.755,139.3,94,0,90,0.107368,-3.47263,0.235849,0.078125,NOT YET,0.120283,0.51
Image_0229.jpg,30.6,108.755,138.7,94,0,90,0.111111,-3.01335,0.240566,0.0796875,NOT YET,0.125,0.519608
Image_0230.jpg,30.6,108.755,138.4,94,0,90,0.111111,-3.07906,0.238208,0.0789063,NOT YET,0.125,0.524752
Image_0231.jpg,30.6,108.755,138.1,94,0,90,0.106918,-3.23377,0.232394,0.0773437,NOT YET,0.119718,0.515152
Image_0232.jpg,30.6,108.755,137.8,94,0,90,0.109015,-2.86724,0.237647,0.0789063,NOT YET,0.122353,0.514852
Image_0233.jpg,30.6,108.755,137.5,94,0,90,0.108787,-3.01359,0.237089,0.0789063,NOT YET,0.122066,0.514852
